feature,coefficient,importance,direction,feature_group,rank
SummonerSpell2_P7_21,0.025120742686479132,0.025120742686479132,Blue-favored,setup_runes_spells,308
RedChamp_76,0.02503618196474484,0.02503618196474484,Blue-favored,champion_composition,309
RedChamp_555,0.024992916103441593,0.024992916103441593,Blue-favored,champion_composition,310
RedChamp_39,0.024924719558762794,0.024924719558762794,Blue-favored,champion_composition,311
RedChamp_22,0.024903590822760054,0.024903590822760054,Blue-favored,champion_composition,312
SummonerSpell1_P9_3,0.024764666926730815,0.024764666926730815,Blue-favored,setup_runes_spells,313
RedChamp_41,-0.02470424917291243,0.02470424917291243,Red-favored,champion_composition,314
RedChamp_412,-0.024656106916667097,0.024656106916667097,Red-favored,champion_composition,315
RedChamp_107,0.024641397956391434,0.024641397956391434,Blue-favored,champion_composition,316
assists_P9,0.024613481911919106,0.024613481911919106,Blue-favored,player_level_stats,317
SummonerSpell2_P3_4,0.024518664886455082,0.024518664886455082,Blue-favored,setup_runes_spells,318
RedChamp_238,0.024460021991892546,0.024460021991892546,Blue-favored,champion_composition,319
QueueType_ARAM,-0.024361825926605372,0.024361825926605372,Red-favored,queue_type,320
PrimaryKeyStone_P2_8465,0.024360696889291343,0.024360696889291343,Blue-favored,setup_runes_spells,321
BlueChamp_526,0.024342523873225903,0.024342523873225903,Blue-favored,champion_composition,322
BlueChamp_43,-0.024317784002163795,0.024317784002163795,Red-favored,champion_composition,323
RedChamp_350,-0.024265752153313492,0.024265752153313492,Red-favored,champion_composition,324
BlueChamp_98,0.024229822616210463,0.024229822616210463,Blue-favored,champion_composition,325
BlueKills,0.024099840374454465,0.024099840374454465,Blue-favored,objective_counts,326
RedChamp_24,-0.02405563044761057,0.02405563044761057,Red-favored,champion_composition,327
SummonerSpell2_P9_7,0.024047320762359305,0.024047320762359305,Blue-favored,setup_runes_spells,328
DmgTaken_P4,0.023998897834369193,0.023998897834369193,Blue-favored,player_level_stats,329
deaths_P4,0.023975918941402392,0.023975918941402392,Blue-favored,player_level_stats,330
RedChamp_6,-0.02394989891652843,0.02394989891652843,Red-favored,champion_composition,331
SummonerSpell1_P8_6,-0.023911936482483638,0.023911936482483638,Red-favored,setup_runes_spells,332
RedTowerKills,0.023746568253096977,0.023746568253096977,Blue-favored,objective_counts,333
BlueChamp_21,-0.02370560137443832,0.02370560137443832,Red-favored,champion_composition,334
PrimaryKeyStone_P9_8230,-0.02365812547159189,0.02365812547159189,Red-favored,setup_runes_spells,335
DmgTaken_P10,-0.023530098701330625,0.023530098701330625,Red-favored,player_level_stats,336
RedChamp_80,0.023501616096422435,0.023501616096422435,Blue-favored,champion_composition,337
SummonerSpell1_P1_11,0.02336229827379269,0.02336229827379269,Blue-favored,setup_runes_spells,338
MinionsKilled_P8,0.02333087230373989,0.02333087230373989,Blue-favored,player_level_stats,339
SummonerSpell2_P6_3,-0.02331193446788134,0.02331193446788134,Red-favored,setup_runes_spells,340
RedChamp_77,0.02318846774615187,0.02318846774615187,Blue-favored,champion_composition,341
BlueChamp_18,-0.023173119011648934,0.023173119011648934,Red-favored,champion_composition,342
PrimaryKeyStone_P7_8128,0.02299344389084986,0.02299344389084986,Blue-favored,setup_runes_spells,343
PrimaryKeyStone_P6_8021,0.022969245882544558,0.022969245882544558,Blue-favored,setup_runes_spells,344
PrimaryKeyStone_P8_8112,0.022828608119556056,0.022828608119556056,Blue-favored,setup_runes_spells,345
BlueChamp_35,0.02273561685705225,0.02273561685705225,Blue-favored,champion_composition,346
SummonerSpell2_P5_3,0.022650266735917125,0.022650266735917125,Blue-favored,setup_runes_spells,347
BlueChamp_234,-0.022647525901540542,0.022647525901540542,Red-favored,champion_composition,348
RedChamp_432,-0.022485133449139286,0.022485133449139286,Red-favored,champion_composition,349
SummonerSpell2_P1_6,0.022472981687849027,0.022472981687849027,Blue-favored,setup_runes_spells,350
BlueChamp_74,-0.02236332693801971,0.02236332693801971,Red-favored,champion_composition,351
RedChamp_69,0.02234329109741677,0.02234329109741677,Blue-favored,champion_composition,352
SummonerSpell2_P6_6,-0.02231312024035495,0.02231312024035495,Red-favored,setup_runes_spells,353
SummonerSpell1_P2_32,0.022286670956101255,0.022286670956101255,Blue-favored,setup_runes_spells,354
Lane_P1_MIDDLE,0.022226938494413123,0.022226938494413123,Blue-favored,lane_position,355
RedChamp_498,0.022198686322756192,0.022198686322756192,Blue-favored,champion_composition,356
SummonerSpell2_P7_12,0.022150489872536653,0.022150489872536653,Blue-favored,setup_runes_spells,357
RedChamp_12,-0.022139688473509053,0.022139688473509053,Red-favored,champion_composition,358
PrimaryKeyStone_P1_8214,-0.022081360647694715,0.022081360647694715,Red-favored,setup_runes_spells,359
BlueChamp_92,-0.022052478098614783,0.022052478098614783,Red-favored,champion_composition,360
BlueChamp_154,0.022045174419876225,0.022045174419876225,Blue-favored,champion_composition,361
SummonerSpell1_P6_6,-0.02201595161638044,0.02201595161638044,Red-favored,setup_runes_spells,362
SummonerSpell2_P10_32,-0.021852686110378883,0.021852686110378883,Red-favored,setup_runes_spells,363
BlueChamp_3,0.021846919451453378,0.021846919451453378,Blue-favored,champion_composition,364
BlueChamp_48,0.021833252615792102,0.021833252615792102,Blue-favored,champion_composition,365
RedChamp_1,-0.021804455309583044,0.021804455309583044,Red-favored,champion_composition,366
PrimaryKeyStone_P9_8229,0.021788206733191,0.021788206733191,Blue-favored,setup_runes_spells,367
SummonerSpell1_P5_1,-0.021779444034349574,0.021779444034349574,Red-favored,setup_runes_spells,368
PrimaryKeyStone_P7_8439,-0.02174119699025233,0.02174119699025233,Red-favored,setup_runes_spells,369
PrimaryKeyStone_P4_8010,0.02151042077892207,0.02151042077892207,Blue-favored,setup_runes_spells,370
SummonerSpell1_P3_4,0.021282031617971344,0.021282031617971344,Blue-favored,setup_runes_spells,371
RedChamp_131,0.02083223520089959,0.02083223520089959,Blue-favored,champion_composition,372
RedChamp_35,-0.0206418283575894,0.0206418283575894,Red-favored,champion_composition,373
RedChamp_28,-0.020626094598051096,0.020626094598051096,Red-favored,champion_composition,374
BlueChamp_127,0.020514880873140667,0.020514880873140667,Blue-favored,champion_composition,375
BlueChamp_875,0.02049626711403717,0.02049626711403717,Blue-favored,champion_composition,376
BlueChamp_133,-0.02045585086759638,0.02045585086759638,Red-favored,champion_composition,377
SummonerSpell1_P7_1,-0.020404430135224392,0.020404430135224392,Red-favored,setup_runes_spells,378
PrimaryKeyStone_P6_8008,-0.020401492608386227,0.020401492608386227,Red-favored,setup_runes_spells,379
DmgTaken_P5,0.020346794699910742,0.020346794699910742,Blue-favored,player_level_stats,380
PrimaryKeyStone_P1_8128,-0.020341777722175387,0.020341777722175387,Red-favored,setup_runes_spells,381
PrimaryKeyStone_P5_8214,0.020337572075818332,0.020337572075818332,Blue-favored,setup_runes_spells,382
kills_P8,0.020257102757415893,0.020257102757415893,Blue-favored,player_level_stats,383
PrimaryKeyStone_P5_8439,0.020021175705844985,0.020021175705844985,Blue-favored,setup_runes_spells,384
kills_P1,-0.019918643731609974,0.019918643731609974,Red-favored,player_level_stats,385
SummonerSpell2_P1_3,0.019895061600056715,0.019895061600056715,Blue-favored,setup_runes_spells,386
SummonerSpell1_P10_1,0.019809246448406273,0.019809246448406273,Blue-favored,setup_runes_spells,387
PrimaryKeyStone_P9_8128,0.019791650324643282,0.019791650324643282,Blue-favored,setup_runes_spells,388
PrimaryKeyStone_P4_8008,0.019755946966898263,0.019755946966898263,Blue-favored,setup_runes_spells,389
SummonerSpell2_P3_21,-0.019733237354179964,0.019733237354179964,Red-favored,setup_runes_spells,390
SummonerSpell1_P2_14,-0.01971671605561981,0.01971671605561981,Red-favored,setup_runes_spells,391
RedChamp_99,0.019714266337634366,0.019714266337634366,Blue-favored,champion_composition,392
Lane_P6_MIDDLE,0.019697643808564272,0.019697643808564272,Blue-favored,lane_position,393
SummonerSpell1_P1_6,0.01967593237425382,0.01967593237425382,Blue-favored,setup_runes_spells,394
PrimaryKeyStone_P10_8112,0.019626485432088427,0.019626485432088427,Blue-favored,setup_runes_spells,395
PrimaryKeyStone_P4_9923,-0.01962554688085539,0.01962554688085539,Red-favored,setup_runes_spells,396
BlueChamp_30,-0.019447497587435587,0.019447497587435587,Red-favored,champion_composition,397
SummonerSpell1_P10_13,0.01940782779649911,0.01940782779649911,Blue-favored,setup_runes_spells,398
SummonerSpell1_P9_4,-0.01933485634171433,0.01933485634171433,Red-favored,setup_runes_spells,399
SummonerSpell2_P9_14,0.0191718657265016,0.0191718657265016,Blue-favored,setup_runes_spells,400
SummonerSpell2_P8_1,0.019130780883635002,0.019130780883635002,Blue-favored,setup_runes_spells,401
BlueChamp_555,-0.019051822578702058,0.019051822578702058,Red-favored,champion_composition,402
PrimaryKeyStone_P8_8437,-0.019038520881909497,0.019038520881909497,Red-favored,setup_runes_spells,403
PrimaryKeyStone_P4_8229,-0.018961558439687377,0.018961558439687377,Red-favored,setup_runes_spells,404
SummonerSpell2_P1_14,0.018878286923405544,0.018878286923405544,Blue-favored,setup_runes_spells,405
BlueChamp_498,-0.018848409360035817,0.018848409360035817,Red-favored,champion_composition,406
BlueChamp_67,0.018750485706291252,0.018750485706291252,Blue-favored,champion_composition,407
PrimaryKeyStone_P7_9923,0.018665147975350273,0.018665147975350273,Blue-favored,setup_runes_spells,408
RedChamp_897,0.01861166783065441,0.01861166783065441,Blue-favored,champion_composition,409
Lane_P5_TOP,-0.01854274447652586,0.01854274447652586,Red-favored,lane_position,410
SummonerSpell1_P10_12,0.018448190948145076,0.018448190948145076,Blue-favored,setup_runes_spells,411
RedChamp_245,-0.01841740101035528,0.01841740101035528,Red-favored,champion_composition,412
Diff_kills,0.01837642661039118,0.01837642661039118,Blue-favored,aggregate_difference,413
SummonerSpell2_P7_14,0.018303384386687695,0.018303384386687695,Blue-favored,setup_runes_spells,414
BlueChamp_142,-0.018169293146745834,0.018169293146745834,Red-favored,champion_composition,415
PrimaryKeyStone_P10_8230,-0.018125310012915334,0.018125310012915334,Red-favored,setup_runes_spells,416
SummonerSpell1_P10_14,0.018049563538151268,0.018049563538151268,Blue-favored,setup_runes_spells,417
BlueChamp_40,0.018034924637978386,0.018034924637978386,Blue-favored,champion_composition,418
RedChamp_518,0.01801743567380488,0.01801743567380488,Blue-favored,champion_composition,419
SummonerSpell2_P8_4,-0.01800766747071706,0.01800766747071706,Red-favored,setup_runes_spells,420
kills_P4,-0.01795893132679063,0.01795893132679063,Red-favored,player_level_stats,421
BlueChamp_55,0.017933737300438835,0.017933737300438835,Blue-favored,champion_composition,422
BlueChamp_895,0.017924826076642333,0.017924826076642333,Blue-favored,champion_composition,423
SummonerSpell1_P3_12,-0.01777389448479399,0.01777389448479399,Red-favored,setup_runes_spells,424
deaths_P6,0.01776959431843338,0.01776959431843338,Blue-favored,player_level_stats,425
SummonerSpell2_P1_32,-0.017674683555534497,0.017674683555534497,Red-favored,setup_runes_spells,426
DmgTaken_P8,-0.017644332797027797,0.017644332797027797,Red-favored,player_level_stats,427
RedChamp_161,0.017562401503181856,0.017562401503181856,Blue-favored,champion_composition,428
SummonerSpell1_P10_21,0.01747386821658968,0.01747386821658968,Blue-favored,setup_runes_spells,429
PrimaryKeyStone_P1_8008,-0.017454055667005877,0.017454055667005877,Red-favored,setup_runes_spells,430
Lane_P8_BOTTOM,-0.01740208248236592,0.01740208248236592,Red-favored,lane_position,431
BlueChamp_69,-0.01735236505893833,0.01735236505893833,Red-favored,champion_composition,432
BlueChamp_16,0.017331429309312765,0.017331429309312765,Blue-favored,champion_composition,433
SummonerSpell1_P5_32,-0.017293261497308844,0.017293261497308844,Red-favored,setup_runes_spells,434
PrimaryKeyStone_P7_8008,-0.017285182631107815,0.017285182631107815,Red-favored,setup_runes_spells,435
RedChamp_120,0.017261521679528245,0.017261521679528245,Blue-favored,champion_composition,436
Lane_P5_JUNGLE,0.017212343447554644,0.017212343447554644,Blue-favored,lane_position,437
RedChamp_62,-0.01719450422088191,0.01719450422088191,Red-favored,champion_composition,438
PrimaryKeyStone_P3_8112,-0.017190237482357658,0.017190237482357658,Red-favored,setup_runes_spells,439
RedChamp_83,-0.017048198373384886,0.017048198373384886,Red-favored,champion_composition,440
BlueChamp_164,0.016936405617308144,0.016936405617308144,Blue-favored,champion_composition,441
SummonerSpell1_P8_32,-0.016892259762745037,0.016892259762745037,Red-favored,setup_runes_spells,442
SummonerSpell1_P6_3,-0.016881461312636972,0.016881461312636972,Red-favored,setup_runes_spells,443
PrimaryKeyStone_P3_9923,-0.01685261239799318,0.01685261239799318,Red-favored,setup_runes_spells,444
PrimaryKeyStone_P3_8360,0.016779350627350025,0.016779350627350025,Blue-favored,setup_runes_spells,445
PrimaryKeyStone_P3_8465,0.016749432397056657,0.016749432397056657,Blue-favored,setup_runes_spells,446
PrimaryKeyStone_P8_8005,0.01673098966599535,0.01673098966599535,Blue-favored,setup_runes_spells,447
SummonerSpell1_P7_7,0.01655275544813803,0.01655275544813803,Blue-favored,setup_runes_spells,448
RedChamp_72,-0.01651381203342031,0.01651381203342031,Red-favored,champion_composition,449
SummonerSpell2_P5_11,0.01648677695809389,0.01648677695809389,Blue-favored,setup_runes_spells,450
SummonerSpell1_P1_13,0.01644515328212229,0.01644515328212229,Blue-favored,setup_runes_spells,451
BlueChamp_350,-0.016442777289500804,0.016442777289500804,Red-favored,champion_composition,452
BlueChamp_107,-0.016359212369965306,0.016359212369965306,Red-favored,champion_composition,453
PrimaryKeyStone_P10_8351,-0.016272364996444494,0.016272364996444494,Red-favored,setup_runes_spells,454
RedChamp_67,-0.016249712454246674,0.016249712454246674,Red-favored,champion_composition,455
PrimaryKeyStone_P8_8439,-0.016198070797718334,0.016198070797718334,Red-favored,setup_runes_spells,456
PrimaryKeyStone_P4_8439,-0.01619709463832134,0.01619709463832134,Red-favored,setup_runes_spells,457
SummonerSpell2_P7_13,0.016190709812696734,0.016190709812696734,Blue-favored,setup_runes_spells,458
RedChamp_143,-0.01611166494311613,0.01611166494311613,Red-favored,champion_composition,459
SummonerSpell1_P5_3,0.01602687446680343,0.01602687446680343,Blue-favored,setup_runes_spells,460
PrimaryKeyStone_P1_8437,0.01602686763115645,0.01602686763115645,Blue-favored,setup_runes_spells,461
SummonerSpell2_P1_11,-0.01595120904099756,0.01595120904099756,Red-favored,setup_runes_spells,462
Red_kills_sum,-0.015936765189073273,0.015936765189073273,Red-favored,team_aggregate,463
Red_kills_avg,-0.01593676518907326,0.01593676518907326,Red-favored,team_aggregate,464
PrimaryKeyStone_P9_8008,-0.01588361854275073,0.01588361854275073,Red-favored,setup_runes_spells,465
BlueChamp_166,-0.01584065337938643,0.01584065337938643,Red-favored,champion_composition,466
QueueType_URF,0.0157740327279149,0.0157740327279149,Blue-favored,queue_type,467
PrimaryKeyStone_P2_8128,-0.015629670297689063,0.015629670297689063,Red-favored,setup_runes_spells,468
PrimaryKeyStone_P9_9923,-0.015624725187417856,0.015624725187417856,Red-favored,setup_runes_spells,469
PrimaryKeyStone_P6_8465,-0.015594098801598847,0.015594098801598847,Red-favored,setup_runes_spells,470
Lane_P6_BOTTOM,-0.015574966190906593,0.015574966190906593,Red-favored,lane_position,471
SummonerSpell1_P8_13,0.015545629323288599,0.015545629323288599,Blue-favored,setup_runes_spells,472
SummonerSpell1_P7_32,0.0155245393838871,0.0155245393838871,Blue-favored,setup_runes_spells,473
SummonerSpell1_P4_13,-0.015488408187583945,0.015488408187583945,Red-favored,setup_runes_spells,474
SummonerSpell1_P7_14,0.015355005495189271,0.015355005495189271,Blue-favored,setup_runes_spells,475
RedChamp_84,0.015342606091243266,0.015342606091243266,Blue-favored,champion_composition,476
SummonerSpell1_P5_14,0.015296367913987047,0.015296367913987047,Blue-favored,setup_runes_spells,477
PrimaryKeyStone_P6_8369,-0.01527242317922669,0.01527242317922669,Red-favored,setup_runes_spells,478
BlueChamp_420,-0.015271883550127954,0.015271883550127954,Red-favored,champion_composition,479
Lane_P3_JUNGLE,-0.01526851605311047,0.01526851605311047,Red-favored,lane_position,480
RedChamp_164,-0.015158280623226647,0.015158280623226647,Red-favored,champion_composition,481
SummonerSpell2_P10_14,0.01514551417309606,0.01514551417309606,Blue-favored,setup_runes_spells,482
RedChamp_59,0.015095497310836052,0.015095497310836052,Blue-favored,champion_composition,483
PrimaryKeyStone_P8_8128,-0.015056653336158554,0.015056653336158554,Red-favored,setup_runes_spells,484
RedChamp_13,0.015055913147734903,0.015055913147734903,Blue-favored,champion_composition,485
assists_P3,-0.015026450745255117,0.015026450745255117,Red-favored,player_level_stats,486
SummonerSpell1_P4_6,0.014962788070622464,0.014962788070622464,Blue-favored,setup_runes_spells,487
SummonerSpell1_P7_12,0.014927279967247326,0.014927279967247326,Blue-favored,setup_runes_spells,488
SummonerSpell2_P3_13,0.014910799386629679,0.014910799386629679,Blue-favored,setup_runes_spells,489
PrimaryKeyStone_P6_8230,-0.014908970768253652,0.014908970768253652,Red-favored,setup_runes_spells,490
RedChamp_102,-0.014854204684911717,0.014854204684911717,Red-favored,champion_composition,491
BlueChamp_79,0.014829847739146832,0.014829847739146832,Blue-favored,champion_composition,492
Lane_P10_BOTTOM,0.014656488028186553,0.014656488028186553,Blue-favored,lane_position,493
SummonerSpell2_P5_6,-0.014524799448716194,0.014524799448716194,Red-favored,setup_runes_spells,494
PrimaryKeyStone_P8_8465,0.014514384475229753,0.014514384475229753,Blue-favored,setup_runes_spells,495
SummonerSpell2_P10_11,-0.014500494502365865,0.014500494502365865,Red-favored,setup_runes_spells,496
SummonerSpell2_P4_7,-0.014463880165287265,0.014463880165287265,Red-favored,setup_runes_spells,497
RedChamp_429,0.014418176152564188,0.014418176152564188,Blue-favored,champion_composition,498
PrimaryKeyStone_P5_8437,-0.01439057323634069,0.01439057323634069,Red-favored,setup_runes_spells,499
PrimaryKeyStone_P6_8010,-0.014356108678482091,0.014356108678482091,Red-favored,setup_runes_spells,500
deaths_P5,0.014240845644212723,0.014240845644212723,Blue-favored,player_level_stats,501
RedChamp_61,0.014200782399068348,0.014200782399068348,Blue-favored,champion_composition,502
PrimaryKeyStone_P9_8021,0.014179371546660236,0.014179371546660236,Blue-favored,setup_runes_spells,503
SummonerSpell1_P4_7,-0.014130298691450898,0.014130298691450898,Red-favored,setup_runes_spells,504
PrimaryKeyStone_P5_8351,0.014116441201599085,0.014116441201599085,Blue-favored,setup_runes_spells,505
PrimaryKeyStone_P6_8128,0.014107746619820867,0.014107746619820867,Blue-favored,setup_runes_spells,506
BlueChamp_112,-0.014035808684777183,0.014035808684777183,Red-favored,champion_composition,507
Lane_P3_TOP,0.014028422363630643,0.014028422363630643,Blue-favored,lane_position,508
RedChamp_235,-0.013989759842289439,0.013989759842289439,Red-favored,champion_composition,509
SummonerSpell1_P1_21,-0.013952720801716528,0.013952720801716528,Red-favored,setup_runes_spells,510
SummonerSpell2_P9_1,-0.01395104261686251,0.01395104261686251,Red-favored,setup_runes_spells,511
SummonerSpell2_P7_6,0.013913621113308478,0.013913621113308478,Blue-favored,setup_runes_spells,512
SummonerSpell1_P2_3,0.013903968480151062,0.013903968480151062,Blue-favored,setup_runes_spells,513
Lane_P8_SUPPORT,0.013875361678703428,0.013875361678703428,Blue-favored,lane_position,514
Lane_P2_JUNGLE,0.01382655681557455,0.01382655681557455,Blue-favored,lane_position,515
SummonerSpell2_P10_7,0.013770185875357723,0.013770185875357723,Blue-favored,setup_runes_spells,516
SummonerSpell1_P3_1,-0.013702246341200788,0.013702246341200788,Red-favored,setup_runes_spells,517
RedChamp_7,0.013690871044050191,0.013690871044050191,Blue-favored,champion_composition,518
Lane_P3_SUPPORT,-0.013677403050853335,0.013677403050853335,Red-favored,lane_position,519
SummonerSpell2_P6_13,0.013550584192410575,0.013550584192410575,Blue-favored,setup_runes_spells,520
RedChamp_233,0.013379515821273566,0.013379515821273566,Blue-favored,champion_composition,521
SummonerSpell2_P9_6,0.013356030629705048,0.013356030629705048,Blue-favored,setup_runes_spells,522
PrimaryKeyStone_P8_8230,-0.013308765432395363,0.013308765432395363,Red-favored,setup_runes_spells,523
SummonerSpell2_P8_32,-0.013227299559772376,0.013227299559772376,Red-favored,setup_runes_spells,524
RedChamp_112,-0.013218107621637101,0.013218107621637101,Red-favored,champion_composition,525
SummonerSpell1_P8_4,-0.013210884875272794,0.013210884875272794,Red-favored,setup_runes_spells,526
PrimaryKeyStone_P8_8351,0.013202672976156205,0.013202672976156205,Blue-favored,setup_runes_spells,527
Lane_P1_SUPPORT,0.01318764885196091,0.01318764885196091,Blue-favored,lane_position,528
RedChamp_55,-0.013175349722707713,0.013175349722707713,Red-favored,champion_composition,529
MinionsKilled_P1,-0.013113890738373624,0.013113890738373624,Red-favored,player_level_stats,530
PrimaryKeyStone_P2_8010,0.013111205379334233,0.013111205379334233,Blue-favored,setup_runes_spells,531
SummonerSpell1_P2_11,-0.013090972564000283,0.013090972564000283,Red-favored,setup_runes_spells,532
SummonerSpell1_P4_21,-0.013037020708648534,0.013037020708648534,Red-favored,setup_runes_spells,533
PrimaryKeyStone_P3_8010,0.013018812034656393,0.013018812034656393,Blue-favored,setup_runes_spells,534
RedChamp_57,-0.01301359810676159,0.01301359810676159,Red-favored,champion_composition,535
BlueChamp_53,0.012949101470206274,0.012949101470206274,Blue-favored,champion_composition,536
BlueChamp_5,0.012907453418772382,0.012907453418772382,Blue-favored,champion_composition,537
SummonerSpell1_P8_11,0.012898843608898333,0.012898843608898333,Blue-favored,setup_runes_spells,538
RedChamp_266,0.012895847221894685,0.012895847221894685,Blue-favored,champion_composition,539
RedChamp_114,-0.012895761547487153,0.012895761547487153,Red-favored,champion_composition,540
RedChamp_40,-0.012894179827189885,0.012894179827189885,Red-favored,champion_composition,541
SummonerSpell1_P5_12,-0.012883573521807511,0.012883573521807511,Red-favored,setup_runes_spells,542
BlueChamp_24,0.0128097675122029,0.0128097675122029,Blue-favored,champion_composition,543
DmgDealt_P1,-0.0127341904858845,0.0127341904858845,Red-favored,player_level_stats,544
BlueChamp_84,-0.012719661765743306,0.012719661765743306,Red-favored,champion_composition,545
SummonerSpell1_P9_7,0.01267040563734553,0.01267040563734553,Blue-favored,setup_runes_spells,546
BlueChamp_104,0.012656955819829774,0.012656955819829774,Blue-favored,champion_composition,547
RedChamp_799,-0.012597714940105977,0.012597714940105977,Red-favored,champion_composition,548
BlueChamp_799,0.012578952621224274,0.012578952621224274,Blue-favored,champion_composition,549
RedChamp_90,-0.01255936994091585,0.01255936994091585,Red-favored,champion_composition,550
PrimaryKeyStone_P2_8008,0.012432584483023841,0.012432584483023841,Blue-favored,setup_runes_spells,551
BlueChamp_1,0.01241442080988582,0.01241442080988582,Blue-favored,champion_composition,552
BlueChamp_29,-0.01233886386908296,0.01233886386908296,Red-favored,champion_composition,553
RedChamp_92,0.012306769032348473,0.012306769032348473,Blue-favored,champion_composition,554
RedChamp_127,-0.012294347668948062,0.012294347668948062,Red-favored,champion_composition,555
PrimaryKeyStone_P5_8465,0.012208051758518005,0.012208051758518005,Blue-favored,setup_runes_spells,556
SummonerSpell1_P2_6,0.012135501098055978,0.012135501098055978,Blue-favored,setup_runes_spells,557
PrimaryKeyStone_P3_8005,0.012121147037116224,0.012121147037116224,Blue-favored,setup_runes_spells,558
PrimaryKeyStone_P1_8439,-0.012088854150739983,0.012088854150739983,Red-favored,setup_runes_spells,559
